Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 1425,Batch 1425,Special,09/13/2022,Honey,,None,82,"ferm_Batch 1425_2022-09-13T06:33:53.518110,ferm_Batch 1425_2022-09-12T18:40:28.518110,ferm_Batch 1425_2022-09-13T09:51:32.518110,ferm_Batch 1425_2022-09-12T13:27:25.518110,ferm_Batch 1425_2022-09-10T22:28:09.518110",20.0,4.229,16.6,73,"Sunny,Cloudy,Partly Cloudy,Sunny",09/10/2022 04:34 AM,09/13/2022 06:34 PM,"dry_Batch 1425_2022-09-17T04:43:57.518110,dry_Batch 1425_2022-09-19T11:14:33.518110,dry_Batch 1425_2022-09-15T23:31:46.518110,dry_Batch 1425_2022-09-16T15:44:11.518110,dry_Batch 1425_2022-09-17T10:35:17.518110",09/13/2022 11:34 PM,09/19/2022 06:34 PM,09/10/2022 11:29 AM,09/14/2022 04:37 AM,22.0,65.792,0,82,No,0
Batch 1426,Batch 1426,Special,08/26/2022,Washed,Spring Water,None,85,"ferm_Batch 1426_2022-08-26T10:11:29.451674,ferm_Batch 1426_2022-08-23T10:41:19.451674,ferm_Batch 1426_2022-08-24T05:22:51.451674,ferm_Batch 1426_2022-08-24T12:25:02.451674",21.4,4.895,17.8,75,"Sunny,Partly Cloudy,Heavy Rain,Sunny",08/23/2022 07:25 AM,08/26/2022 07:25 PM,"dry_Batch 1426_2022-08-28T12:49:56.451674,dry_Batch 1426_2022-08-27T13:20:51.451674,dry_Batch 1426_2022-08-28T19:36:00.451674",08/26/2022 11:25 PM,08/30/2022 04:25 AM,08/23/2022 10:36 AM,08/26/2022 09:50 PM,23.9,83.45,,,,
Batch 1427,Batch 1427,Normal,07/02/2023,Honey,,None,86,"ferm_Batch 1427_2023-06-30T20:55:10.874808,ferm_Batch 1427_2023-07-01T12:45:54.874808,ferm_Batch 1427_2023-06-29T11:46:40.874808,ferm_Batch 1427_2023-07-01T20:25:21.874808",24.7,4.138,17.9,66,"Cloudy,Cloudy,Sunny,Overcast,Overcast",06/28/2023 04:53 PM,07/02/2023 09:53 AM,"dry_Batch 1427_2023-07-05T08:32:25.874808,dry_Batch 1427_2023-07-06T20:12:04.874808,dry_Batch 1427_2023-07-03T05:02:49.874808,dry_Batch 1427_2023-07-04T19:54:03.874808",07/02/2023 06:53 PM,07/08/2023 12:53 PM,06/28/2023 07:47 PM,07/02/2023 03:58 PM,23.3,76.429,2,93,No,0
Batch 1428,Batch 1428,Normal,06/28/2022,Washed,Spring Water,None,85,"ferm_Batch 1428_2022-06-27T13:10:43.982178,ferm_Batch 1428_2022-06-25T22:06:49.982178,ferm_Batch 1428_2022-06-27T15:13:26.982178,ferm_Batch 1428_2022-06-28T10:10:43.982178,ferm_Batch 1428_2022-06-24T09:23:45.982178",20.9,4.628,19.5,72,"Partly Cloudy,Light Rain,Overcast,Sunny",06/23/2022 03:00 AM,06/28/2022 05:00 PM,"dry_Batch 1428_2022-07-01T11:52:49.982178,dry_Batch 1428_2022-07-01T02:17:36.982178,dry_Batch 1428_2022-06-30T09:41:41.982178,dry_Batch 1428_2022-07-01T20:21:05.982178,dry_Batch 1428_2022-06-30T06:03:10.982178",06/28/2022 07:00 PM,07/02/2022 05:00 PM,06/23/2022 01:38 PM,06/28/2022 10:14 PM,22.0,60.0,,,,
Batch 1429,Batch 1429,Special,05/23/2024,Washed,Spring Water,None,83,"ferm_Batch 1429_2024-05-21T18:56:03.396580,ferm_Batch 1429_2024-05-20T17:48:07.396580,ferm_Batch 1429_2024-05-20T13:53:08.396580",25.6,4.0,16.9,73,"Partly Cloudy,Cloudy,Light Rain,Overcast,Partly Cloudy",05/19/2024 08:48 PM,05/23/2024 06:48 AM,"dry_Batch 1429_2024-05-26T12:47:44.396580,dry_Batch 1429_2024-05-24T19:56:03.396580,dry_Batch 1429_2024-05-24T00:13:49.396580,dry_Batch 1429_2024-05-26T00:06:08.396580",05/23/2024 10:48 AM,05/27/2024 12:48 AM,05/20/2024 08:38 AM,05/23/2024 05:51 PM,20.6,62.469,,,,
Batch 1430,Batch 1430,Normal,05/22/2022,Washed,Spring Water,None,86,"ferm_Batch 1430_2022-05-18T19:38:28.398185,ferm_Batch 1430_2022-05-18T22:00:11.398185,ferm_Batch 1430_2022-05-20T06:38:03.398185,ferm_Batch 1430_2022-05-20T13:54:34.398185",21.8,4.639,17.2,76,"Light Rain,Light Rain,Light Rain,Cloudy",05/17/2022 11:30 PM,05/22/2022 09:30 PM,"dry_Batch 1430_2022-05-23T12:28:31.398185,dry_Batch 1430_2022-05-25T01:57:54.398185,dry_Batch 1430_2022-05-24T07:16:32.398185,dry_Batch 1430_2022-05-24T16:02:55.398185,dry_Batch 1430_2022-05-26T00:38:11.398185",05/22/2022 11:30 PM,05/26/2022 07:30 AM,05/18/2022 10:06 AM,05/22/2022 10:41 PM,23.4,71.526,,,,
Batch 1431,Batch 1431,Special,09/07/2022,Honey,,None,89,"ferm_Batch 1431_2022-09-05T08:39:22.847835,ferm_Batch 1431_2022-09-05T19:21:16.847835,ferm_Batch 1431_2022-09-03T00:28:29.847835,ferm_Batch 1431_2022-09-05T09:46:20.847835,ferm_Batch 1431_2022-09-04T12:51:35.847835",26.1,4.494,17.2,78,"Light Rain,Sunny,Partly Cloudy",09/02/2022 11:40 PM,09/07/2022 10:40 PM,"dry_Batch 1431_2022-09-09T05:14:28.847835,dry_Batch 1431_2022-09-11T18:45:34.847835,dry_Batch 1431_2022-09-10T01:38:03.847835",09/08/2022 10:40 AM,09/14/2022 04:40 AM,09/03/2022 02:11 AM,09/08/2022 12:33 AM,21.7,75.652,1,113,No,0
Batch 1432,Batch 1432,Special,09/28/2023,Washed,Spring Water,None,86,"ferm_Batch 1432_2023-09-24T14:14:40.074089,ferm_Batch 1432_2023-09-27T19:49:49.074089,ferm_Batch 1432_2023-09-23T23:33:03.074089",23.8,4.874,18.5,77,"Light Rain,Sunny,Sunny,Cloudy",09/23/2023 07:20 PM,09/28/2023 03:20 PM,"dry_Batch 1432_2023-09-30T23:35:49.074089,dry_Batch 1432_2023-10-01T08:40:15.074089,dry_Batch 1432_2023-09-29T01:06:52.074089",09/28/2023 06:20 PM,10/02/2023 06:20 AM,09/24/2023 03:22 AM,09/28/2023 11:31 PM,23.7,89.2,,,,
Batch 1433,Batch 1433,Special,08/05/2022,Honey,,Sugar,88,"ferm_Batch 1433_2022-08-02T21:09:11.465323,ferm_Batch 1433_2022-08-01T08:35:13.465323,ferm_Batch 1433_2022-08-02T19:32:14.465323",27.5,4.192,16.1,76,"Cloudy,Cloudy,Sunny",07/31/2022 05:34 PM,08/05/2022 07:34 PM,"dry_Batch 1433_2022-08-07T11:26:53.465323,dry_Batch 1433_2022-08-06T10:24:18.465323,dry_Batch 1433_2022-08-09T12:11:20.465323,dry_Batch 1433_2022-08-08T08:51:05.465323,dry_Batch 1433_2022-08-07T08:23:33.465323",08/06/2022 05:34 AM,08/09/2022 04:34 PM,07/31/2022 10:42 PM,08/06/2022 01:12 AM,21.0,70.388,1,72,Yes,6
Batch 1434,Batch 1434,Special,02/26/2022,Honey,,None,87,"ferm_Batch 1434_2022-02-24T14:33:29.681664,ferm_Batch 1434_2022-02-22T14:42:53.681664,ferm_Batch 1434_2022-02-26T03:36:44.681664,ferm_Batch 1434_2022-02-24T17:21:54.681664",25.0,4.411,19.3,80,"Rainy,Cloudy,Partly Cloudy,Cloudy",02/21/2022 06:59 PM,02/26/2022 06:59 AM,"dry_Batch 1434_2022-03-01T14:30:03.681664,dry_Batch 1434_2022-02-28T13:33:37.681664,dry_Batch 1434_2022-02-28T00:19:59.681664,dry_Batch 1434_2022-02-26T23:18:48.681664",02/26/2022 05:59 PM,03/02/2022 12:59 AM,02/21/2022 07:48 PM,02/26/2022 10:24 AM,24.9,64.697,0,112,No,0
Batch 1435,Batch 1435,Special,08/10/2021,Honey,,Molasses,84,"ferm_Batch 1435_2021-08-10T09:36:27.336528,ferm_Batch 1435_2021-08-08T20:40:54.336528,ferm_Batch 1435_2021-08-09T12:07:03.336528",23.6,4.322,18.6,88,"Cloudy,Cloudy,Sunny,Light Rain,Rainy",08/07/2021 02:41 PM,08/10/2021 06:41 PM,"dry_Batch 1435_2021-08-11T17:48:44.336528,dry_Batch 1435_2021-08-11T03:32:12.336528,dry_Batch 1435_2021-08-12T13:13:14.336528,dry_Batch 1435_2021-08-12T21:02:13.336528",08/10/2021 09:41 PM,08/14/2021 07:41 AM,08/07/2021 07:54 PM,08/10/2021 10:33 PM,21.0,71.278,2,77,Yes,21
Batch 1436,Batch 1436,Special,10/02/2023,Washed,Spring Water,None,86,"ferm_Batch 1436_2023-10-02T02:42:43.148382,ferm_Batch 1436_2023-09-29T04:07:41.148382,ferm_Batch 1436_2023-09-30T14:49:03.148382,ferm_Batch 1436_2023-09-29T18:52:56.148382,ferm_Batch 1436_2023-10-02T01:30:48.148382",27.1,4.521,18.4,62,"Light Rain,Overcast,Overcast,Light Rain",09/27/2023 03:43 AM,10/02/2023 05:43 AM,"dry_Batch 1436_2023-10-06T06:31:44.148382,dry_Batch 1436_2023-10-06T16:16:18.148382,dry_Batch 1436_2023-10-04T14:36:30.148382,dry_Batch 1436_2023-10-05T13:00:01.148382,dry_Batch 1436_2023-10-05T06:03:47.148382",10/02/2023 03:43 PM,10/07/2023 01:43 PM,09/27/2023 07:34 AM,10/02/2023 08:03 AM,24.8,86.927,,,,
Batch 1437,Batch 1437,Special,12/18/2021,Honey,,None,84,"ferm_Batch 1437_2021-12-17T03:35:39.181130,ferm_Batch 1437_2021-12-15T04:11:56.181130,ferm_Batch 1437_2021-12-17T17:22:21.181130",18.8,4.251,18.8,72,"Sunny,Sunny,Light Rain",12/13/2021 09:23 PM,12/18/2021 05:23 AM,"dry_Batch 1437_2021-12-20T05:04:14.181130,dry_Batch 1437_2021-12-22T12:18:56.181130,dry_Batch 1437_2021-12-21T17:17:30.181130",12/18/2021 03:23 PM,12/22/2021 10:23 PM,12/14/2021 03:55 AM,12/18/2021 10:06 AM,22.5,63.678,2,112,No,0
Batch 1438,Batch 1438,Special,03/14/2024,Washed,Spring Water,None,84,"ferm_Batch 1438_2024-03-13T12:42:32.868990,ferm_Batch 1438_2024-03-10T09:13:30.868990,ferm_Batch 1438_2024-03-10T10:13:48.868990,ferm_Batch 1438_2024-03-14T06:27:53.868990",20.4,4.427,17.1,65,"Sunny,Light Rain,Rainy",03/10/2024 05:05 AM,03/14/2024 07:05 PM,"dry_Batch 1438_2024-03-17T05:05:57.868990,dry_Batch 1438_2024-03-20T10:35:22.868990,dry_Batch 1438_2024-03-15T17:43:47.868990,dry_Batch 1438_2024-03-17T00:31:09.868990,dry_Batch 1438_2024-03-18T23:10:41.868990",03/15/2024 02:05 AM,03/20/2024 09:05 PM,03/10/2024 05:59 AM,03/15/2024 12:48 AM,27.4,70.401,,,,
Batch 1439,Batch 1439,Special,03/16/2024,Honey,,Yeast,86,"ferm_Batch 1439_2024-03-13T11:19:51.202258,ferm_Batch 1439_2024-03-14T20:00:31.202258,ferm_Batch 1439_2024-03-16T15:21:28.202258,ferm_Batch 1439_2024-03-15T16:59:27.202258",20.8,4.226,15.8,77,"Cloudy,Rainy,Cloudy",03/12/2024 03:18 PM,03/16/2024 05:18 PM,"dry_Batch 1439_2024-03-20T02:47:21.202258,dry_Batch 1439_2024-03-20T08:07:10.202258,dry_Batch 1439_2024-03-20T06:25:29.202258,dry_Batch 1439_2024-03-18T09:48:04.202258",03/17/2024 05:18 AM,03/21/2024 08:18 AM,03/12/2024 11:53 PM,03/17/2024 03:45 AM,25.8,90.0,2,66,Yes,7
Batch 1440,Batch 1440,Special,04/16/2022,Honey,,Yeast,88,"ferm_Batch 1440_2022-04-15T23:31:30.088292,ferm_Batch 1440_2022-04-13T12:11:44.088292,ferm_Batch 1440_2022-04-13T13:43:03.088292",24.1,4.637,16.5,73,"Sunny,Cloudy,Cloudy,Light Rain",04/11/2022 10:15 AM,04/16/2022 05:15 AM,"dry_Batch 1440_2022-04-21T09:53:07.088292,dry_Batch 1440_2022-04-20T10:25:45.088292,dry_Batch 1440_2022-04-16T20:49:28.088292",04/16/2022 07:15 AM,04/21/2022 12:15 PM,04/11/2022 09:35 PM,04/16/2022 10:52 AM,24.9,67.139,1,63,Yes,0
Batch 1441,Batch 1441,Normal,09/28/2023,Honey,,None,82,"ferm_Batch 1441_2023-09-28T11:24:00.361483,ferm_Batch 1441_2023-09-25T23:39:33.361483,ferm_Batch 1441_2023-09-27T19:10:54.361483,ferm_Batch 1441_2023-09-24T00:29:10.361483",18.0,4.009,18.4,70,"Cloudy,Light Rain,Cloudy,Cloudy",09/23/2023 07:05 PM,09/28/2023 12:05 PM,"dry_Batch 1441_2023-10-01T12:47:55.361483,dry_Batch 1441_2023-09-30T19:04:32.361483,dry_Batch 1441_2023-09-30T12:36:01.361483",09/28/2023 02:05 PM,10/02/2023 02:05 PM,09/24/2023 03:50 AM,09/28/2023 08:59 PM,23.4,71.85,3,91,No,0
Batch 1442,Batch 1442,Special,12/25/2023,Honey,,None,90,"ferm_Batch 1442_2023-12-23T09:13:31.289136,ferm_Batch 1442_2023-12-23T03:36:34.289136,ferm_Batch 1442_2023-12-22T20:00:13.289136,ferm_Batch 1442_2023-12-25T05:23:27.289136",28.0,4.849,19.1,90,"Heavy Rain,Overcast,Cloudy,Sunny",12/21/2023 12:11 AM,12/25/2023 12:11 PM,"dry_Batch 1442_2023-12-28T23:15:20.289136,dry_Batch 1442_2023-12-25T20:33:25.289136,dry_Batch 1442_2023-12-29T02:31:24.289136,dry_Batch 1442_2023-12-27T17:53:16.289136",12/25/2023 03:11 PM,12/29/2023 01:11 PM,12/21/2023 02:14 AM,12/25/2023 06:47 PM,19.2,67.613,0,96,No,0
Batch 1443,Batch 1443,Normal,11/21/2021,Honey,,None,87,"ferm_Batch 1443_2021-11-19T00:28:00.022775,ferm_Batch 1443_2021-11-17T13:11:49.022775,ferm_Batch 1443_2021-11-20T22:06:00.022775,ferm_Batch 1443_2021-11-18T08:12:37.022775,ferm_Batch 1443_2021-11-19T11:25:45.022775",24.0,4.629,19.5,90,"Overcast,Heavy Rain,Light Rain,Light Rain",11/17/2021 06:00 AM,11/21/2021 02:00 AM,"dry_Batch 1443_2021-11-22T08:17:50.022775,dry_Batch 1443_2021-11-21T10:01:01.022775,dry_Batch 1443_2021-11-25T21:25:41.022775",11/21/2021 07:00 AM,11/27/2021 04:00 AM,11/17/2021 05:38 PM,11/21/2021 08:20 AM,22.0,67.593,0,110,No,0
Batch 1444,Batch 1444,Normal,08/30/2023,Honey,,None,89,"ferm_Batch 1444_2023-08-27T03:57:17.282328,ferm_Batch 1444_2023-08-27T15:54:38.282328,ferm_Batch 1444_2023-08-24T10:32:50.282328,ferm_Batch 1444_2023-08-28T02:29:37.282328",23.1,4.524,17.6,70,"Cloudy,Partly Cloudy,Overcast,Sunny",08/24/2023 10:22 AM,08/30/2023 01:22 AM,"dry_Batch 1444_2023-09-01T07:09:35.282328,dry_Batch 1444_2023-08-31T03:37:35.282328,dry_Batch 1444_2023-08-31T15:04:05.282328,dry_Batch 1444_2023-09-01T01:51:26.282328,dry_Batch 1444_2023-09-01T06:00:45.282328",08/30/2023 10:22 AM,09/03/2023 06:22 AM,08/24/2023 09:23 PM,08/30/2023 10:29 AM,18.9,70.934,2,78,No,0
Batch 1445,Batch 1445,Special,05/10/2023,Washed,Filtered Water,None,85,"ferm_Batch 1445_2023-05-05T20:24:09.536859,ferm_Batch 1445_2023-05-10T02:39:03.536859,ferm_Batch 1445_2023-05-07T00:13:15.536859,ferm_Batch 1445_2023-05-06T00:41:58.536859,ferm_Batch 1445_2023-05-04T22:23:57.536859",20.1,4.523,16.6,74,"Heavy Rain,Partly Cloudy,Cloudy,Cloudy,Overcast",05/04/2023 04:39 PM,05/10/2023 04:39 PM,"dry_Batch 1445_2023-05-13T07:15:22.536859,dry_Batch 1445_2023-05-12T13:14:35.536859,dry_Batch 1445_2023-05-11T10:03:19.536859,dry_Batch 1445_2023-05-12T09:21:37.536859",05/10/2023 07:39 PM,05/15/2023 08:39 PM,05/04/2023 08:04 PM,05/10/2023 07:09 PM,28.0,77.405,,,,
Batch 1446,Batch 1446,Special,01/08/2024,Honey,,None,87,"ferm_Batch 1446_2024-01-07T15:45:51.889354,ferm_Batch 1446_2024-01-05T21:09:34.889354,ferm_Batch 1446_2024-01-07T21:18:27.889354,ferm_Batch 1446_2024-01-05T11:25:51.889354",23.7,4.807,19.7,80,"Light Rain,Cloudy,Sunny,Heavy Rain",01/04/2024 12:54 PM,01/08/2024 08:54 AM,"dry_Batch 1446_2024-01-11T06:55:36.889354,dry_Batch 1446_2024-01-09T13:56:31.889354,dry_Batch 1446_2024-01-10T01:36:52.889354",01/08/2024 03:54 PM,01/11/2024 05:54 PM,01/04/2024 08:22 PM,01/08/2024 08:01 PM,26.5,73.935,3,103,Yes,15
Batch 1447,Batch 1447,Special,06/05/2022,Honey,,None,83,"ferm_Batch 1447_2022-06-02T07:08:11.210236,ferm_Batch 1447_2022-06-02T21:28:32.210236,ferm_Batch 1447_2022-06-02T12:34:46.210236",19.7,4.51,15.4,60,"Partly Cloudy,Sunny,Light Rain,Cloudy",06/02/2022 05:22 AM,06/05/2022 10:22 AM,"dry_Batch 1447_2022-06-07T11:33:08.210236,dry_Batch 1447_2022-06-09T00:24:38.210236,dry_Batch 1447_2022-06-05T19:51:49.210236",06/05/2022 06:22 PM,06/10/2022 06:22 PM,06/02/2022 10:51 AM,06/05/2022 07:29 PM,22.1,73.402,0,68,Yes,1
Batch 1448,Batch 1448,Special,02/05/2022,Honey,,None,84,"ferm_Batch 1448_2022-02-05T01:07:01.303957,ferm_Batch 1448_2022-02-04T08:33:55.303957,ferm_Batch 1448_2022-02-03T16:52:23.303957",23.4,4.0,18.1,88,"Sunny,Heavy Rain,Sunny",02/01/2022 09:11 AM,02/05/2022 04:11 PM,"dry_Batch 1448_2022-02-06T11:28:33.303957,dry_Batch 1448_2022-02-07T06:39:13.303957,dry_Batch 1448_2022-02-09T02:11:35.303957",02/06/2022 04:11 AM,02/10/2022 07:11 PM,02/01/2022 07:06 PM,02/06/2022 12:01 AM,21.7,60.975,1,68,Yes,16
Batch 1449,Batch 1449,Special,03/09/2024,Honey,,Yeast,90,"ferm_Batch 1449_2024-03-04T11:08:39.279521,ferm_Batch 1449_2024-03-04T21:41:53.279521,ferm_Batch 1449_2024-03-08T17:38:07.279521",26.8,4.85,16.1,66,"Partly Cloudy,Sunny,Cloudy",03/04/2024 05:12 AM,03/09/2024 03:12 AM,"dry_Batch 1449_2024-03-10T09:35:55.279521,dry_Batch 1449_2024-03-10T13:20:37.279521,dry_Batch 1449_2024-03-15T02:40:52.279521,dry_Batch 1449_2024-03-14T14:02:08.279521,dry_Batch 1449_2024-03-11T14:23:38.279521",03/09/2024 08:12 AM,03/15/2024 08:12 AM,03/04/2024 03:57 PM,03/09/2024 02:32 PM,25.0,71.347,1,100,No,0
Batch 1450,Batch 1450,Normal,12/23/2022,Washed,Spring Water,Molasses,84,"ferm_Batch 1450_2022-12-22T06:37:47.529114,ferm_Batch 1450_2022-12-19T11:59:07.529114,ferm_Batch 1450_2022-12-19T11:06:04.529114",21.5,4.19,15.5,62,"Sunny,Cloudy,Cloudy,Rainy",12/18/2022 09:11 PM,12/23/2022 03:11 AM,"dry_Batch 1450_2022-12-24T04:34:16.529114,dry_Batch 1450_2022-12-24T00:35:18.529114,dry_Batch 1450_2022-12-24T17:51:56.529114,dry_Batch 1450_2022-12-24T20:00:09.529114",12/23/2022 10:11 AM,12/26/2022 04:11 PM,12/19/2022 12:08 AM,12/23/2022 04:37 AM,24.5,81.516,,,,
Batch 1451,Batch 1451,Special,05/31/2022,Honey,,None,90,"ferm_Batch 1451_2022-05-27T21:16:56.504472,ferm_Batch 1451_2022-05-26T12:07:05.504472,ferm_Batch 1451_2022-05-30T13:04:28.504472",25.8,4.26,18.3,69,"Cloudy,Cloudy,Cloudy,Partly Cloudy",05/26/2022 04:01 AM,05/31/2022 06:01 AM,"dry_Batch 1451_2022-06-02T19:26:28.504472,dry_Batch 1451_2022-06-01T09:25:49.504472,dry_Batch 1451_2022-05-31T13:59:40.504472",05/31/2022 11:01 AM,06/04/2022 03:01 AM,05/26/2022 08:42 AM,05/31/2022 08:31 AM,24.3,75.213,3,113,Yes,13
Batch 1452,Batch 1452,Special,04/23/2022,Washed,Filtered Water,None,84,"ferm_Batch 1452_2022-04-20T13:33:58.344778,ferm_Batch 1452_2022-04-20T20:03:14.344778,ferm_Batch 1452_2022-04-19T09:37:40.344778",19.4,4.939,15.8,74,"Partly Cloudy,Light Rain,Sunny",04/17/2022 10:36 PM,04/23/2022 03:36 AM,"dry_Batch 1452_2022-04-27T00:08:49.344778,dry_Batch 1452_2022-04-24T12:07:44.344778,dry_Batch 1452_2022-04-27T00:44:39.344778",04/23/2022 01:36 PM,04/28/2022 06:36 AM,04/18/2022 03:10 AM,04/23/2022 10:51 AM,18.0,77.497,,,,
Batch 1453,Batch 1453,Special,04/02/2023,Washed,Spring Water,None,84,"ferm_Batch 1453_2023-03-30T18:39:10.359978,ferm_Batch 1453_2023-03-31T21:26:53.359978,ferm_Batch 1453_2023-04-01T10:03:26.359978,ferm_Batch 1453_2023-03-31T14:19:58.359978",21.6,4.426,17.5,71,"Rainy,Light Rain,Light Rain",03/29/2023 04:39 AM,04/02/2023 04:39 AM,"dry_Batch 1453_2023-04-03T15:35:57.359978,dry_Batch 1453_2023-04-04T14:12:18.359978,dry_Batch 1453_2023-04-02T12:55:40.359978,dry_Batch 1453_2023-04-05T06:08:01.359978",04/02/2023 08:39 AM,04/07/2023 10:39 AM,03/29/2023 06:30 AM,04/02/2023 09:15 AM,22.0,74.672,,,,
Batch 1454,Batch 1454,Special,09/21/2021,Washed,Spring Water,Honey,84,"ferm_Batch 1454_2021-09-21T14:27:25.786364,ferm_Batch 1454_2021-09-21T17:54:54.786364,ferm_Batch 1454_2021-09-18T21:29:47.786364,ferm_Batch 1454_2021-09-18T19:01:06.786364",25.3,4.72,17.2,63,"Overcast,Overcast,Sunny,Cloudy",09/18/2021 06:14 AM,09/21/2021 07:14 PM,"dry_Batch 1454_2021-09-25T01:45:13.786364,dry_Batch 1454_2021-09-22T18:19:00.786364,dry_Batch 1454_2021-09-22T07:00:03.786364,dry_Batch 1454_2021-09-22T16:52:41.786364,dry_Batch 1454_2021-09-24T01:08:51.786364",09/22/2021 12:14 AM,09/26/2021 12:14 AM,09/18/2021 01:47 PM,09/22/2021 04:35 AM,21.4,65.237,,,,
Batch 1455,Batch 1455,Special,05/16/2024,Honey,,None,84,"ferm_Batch 1455_2024-05-13T20:15:41.226108,ferm_Batch 1455_2024-05-14T01:44:39.226108,ferm_Batch 1455_2024-05-16T06:56:47.226108,ferm_Batch 1455_2024-05-16T09:33:36.226108",28.0,4.433,16.2,73,"Sunny,Rainy,Light Rain,Heavy Rain,Partly Cloudy",05/13/2024 07:48 AM,05/16/2024 08:48 PM,"dry_Batch 1455_2024-05-18T11:17:05.226108,dry_Batch 1455_2024-05-18T05:19:59.226108,dry_Batch 1455_2024-05-19T08:58:02.226108",05/17/2024 07:48 AM,05/21/2024 04:48 AM,05/13/2024 03:36 PM,05/16/2024 11:11 PM,28.0,90.0,2,108,No,0
Batch 1456,Batch 1456,Special,11/09/2022,Washed,Well Water,None,86,"ferm_Batch 1456_2022-11-06T17:30:38.987160,ferm_Batch 1456_2022-11-06T16:50:50.987160,ferm_Batch 1456_2022-11-05T21:32:20.987160,ferm_Batch 1456_2022-11-06T23:33:19.987160,ferm_Batch 1456_2022-11-04T18:22:07.987160",21.4,4.562,17.6,83,"Rainy,Rainy,Sunny",11/04/2022 12:16 PM,11/09/2022 09:16 PM,"dry_Batch 1456_2022-11-11T04:32:17.987160,dry_Batch 1456_2022-11-11T19:08:34.987160,dry_Batch 1456_2022-11-11T05:10:05.987160,dry_Batch 1456_2022-11-13T02:27:31.987160,dry_Batch 1456_2022-11-13T06:25:21.987160",11/10/2022 08:16 AM,11/13/2022 08:16 PM,11/04/2022 11:00 PM,11/10/2022 04:29 AM,24.9,73.709,,,,
Batch 1457,Batch 1457,Special,10/20/2022,Washed,Spring Water,Yeast,83,"ferm_Batch 1457_2022-10-18T20:12:44.708424,ferm_Batch 1457_2022-10-19T15:05:16.708424,ferm_Batch 1457_2022-10-15T23:07:04.708424,ferm_Batch 1457_2022-10-17T09:17:59.708424,ferm_Batch 1457_2022-10-17T23:21:24.708424",19.1,4.767,16.7,60,"Sunny,Sunny,Rainy,Light Rain,Cloudy",10/14/2022 12:42 PM,10/20/2022 09:42 AM,"dry_Batch 1457_2022-10-25T04:17:49.708424,dry_Batch 1457_2022-10-23T13:48:33.708424,dry_Batch 1457_2022-10-23T00:15:51.708424",10/20/2022 01:42 PM,10/25/2022 07:42 AM,10/14/2022 04:04 PM,10/20/2022 10:35 AM,18.0,85.006,,,,
Batch 1458,Batch 1458,Special,07/12/2023,Honey,,Molasses,88,"ferm_Batch 1458_2023-07-10T01:56:18.823742,ferm_Batch 1458_2023-07-11T06:57:52.823742,ferm_Batch 1458_2023-07-11T10:18:20.823742",23.4,4.416,19.3,87,"Sunny,Light Rain,Cloudy",07/09/2023 01:51 AM,07/12/2023 09:51 PM,"dry_Batch 1458_2023-07-13T09:02:57.823742,dry_Batch 1458_2023-07-15T16:59:57.823742,dry_Batch 1458_2023-07-16T19:46:30.823742,dry_Batch 1458_2023-07-16T09:58:45.823742,dry_Batch 1458_2023-07-14T16:50:53.823742",07/13/2023 08:51 AM,07/18/2023 05:51 PM,07/09/2023 06:06 AM,07/13/2023 06:31 AM,23.8,71.551,2,80,Yes,8
Batch 1459,Batch 1459,Special,04/11/2023,Honey,,Honey,90,"ferm_Batch 1459_2023-04-06T12:44:34.339398,ferm_Batch 1459_2023-04-10T16:54:26.339398,ferm_Batch 1459_2023-04-06T21:43:23.339398",26.1,4.477,16.8,90,"Overcast,Cloudy,Cloudy,Cloudy",04/06/2023 05:54 AM,04/11/2023 05:54 AM,"dry_Batch 1459_2023-04-14T23:00:41.339398,dry_Batch 1459_2023-04-13T23:34:58.339398,dry_Batch 1459_2023-04-14T20:24:36.339398,dry_Batch 1459_2023-04-14T08:26:15.339398",04/11/2023 10:54 AM,04/15/2023 11:54 AM,04/06/2023 04:44 PM,04/11/2023 09:23 AM,21.8,90.0,2,85,No,0
Batch 1460,Batch 1460,Special,03/07/2022,Honey,,Yeast,84,"ferm_Batch 1460_2022-03-06T07:00:06.480212,ferm_Batch 1460_2022-03-07T17:17:18.480212,ferm_Batch 1460_2022-03-06T14:23:01.480212,ferm_Batch 1460_2022-03-04T12:21:16.480212,ferm_Batch 1460_2022-03-06T16:49:04.480212",19.2,4.0,18.1,77,"Sunny,Partly Cloudy,Cloudy,Rainy",03/03/2022 10:38 PM,03/07/2022 09:38 PM,"dry_Batch 1460_2022-03-09T13:25:52.480212,dry_Batch 1460_2022-03-09T01:38:26.480212,dry_Batch 1460_2022-03-11T08:37:25.480212,dry_Batch 1460_2022-03-11T17:07:58.480212,dry_Batch 1460_2022-03-12T11:21:44.480212",03/08/2022 07:38 AM,03/12/2022 03:38 PM,03/04/2022 05:38 AM,03/08/2022 03:06 AM,23.7,85.919,2,65,No,0
